hash,CFG,EH,GI,OP,PF,RB,label
0003af5afb90ca658be7e5e7dab9d6f9,0.36829833984375,0.006311693,0.1178937199066965,0.3402883,0.05266012613,0.0155393600463867,0
00087eb31594d804129106a67910b6f4,0.86884765625,0.9615005,0.9946532845497132,0.65669316,0.99961806,0.9990234375,1
000ef26dcc4b03c3b667fa6d85602725,0.0279613494873046,0.053816747,0.1387090038660972,0.32400194,0.00777939696,0.0196671485900878,0
001965eaa8eab4e761ac99c31c26d3e7,0.7205078125,0.90789205,0.8395259946584701,0.6542126,0.99977416,0.99912109375,1
001dde5c2201b11a925efe0a06230712,0.4466583251953125,0.18412542,0.4966627487330698,0.35685378,0.633488182,0.0069981217384338,0
00208f1aa6ebd03ebf70e847b6f690c8,0.5181396484375,0.8688142,0.7709382072091102,0.33330092,0.7505485040000001,0.0434623718261718,0
002366c66434abcfe3ab63b46c392507,0.1058956146240234,0.0006175518,0.0052430891877151,0.31448174,0.000145419926,0.0075888872146606,0
002ec0bd37d0bf36f6641ec7a428c49b,0.78544921875,0.7935035,0.4215968873351813,0.8530377,0.99862137,0.99287109375,1
0036a7c9da3f1f4d5cdaac7ab97ea5b8,0.2742431640625,4.5728e-20,0.0182117395568639,0.15515769,0.0101117917948,0.0025511145591735,0
003adae0cb0a92ae88afb05b689eccb4,0.1249710083007812,0.07164117,0.0008058108216962,0.057157844,0.0033796489279999,0.0092056274414062,0
003e691923293c72dca0b670e9ff9390,0.247235107421875,5.203148e-05,0.2189586028689518,0.10083078,0.060017722,0.0151391983032226,0
004073126112d86b7a93c96ea78385fe,0.83486328125,0.88673526,0.9889060497283936,0.6552100000000001,0.999838372,0.9990234375,1
00427f212cf6572e3597638b1e19e0fd,0.1418326377868652,0.0006127055,0.0030128750591486,0.3176892,0.0001783828,0.0076061844825744,0
0045d84a8b7c7612db30bdfd8e4bb01c,0.1249710083007812,5.6456605e-17,0.3350265297028499,0.057157844,0.002792772952,0.0094284057617187,0
00469a53379e446f6fe764f38b3aca0c,0.85693359375,0.96984994,1.0,0.6519102,0.999917744,0.998046875,1
004b3f9a69552e4a30e11899a9602db2,0.1249710083007812,0.030844236,0.0464688553998712,0.057157844,0.00252484077,0.0213134765625,0
004d2db226b30000d0d6a5dbbc3ec1fd,0.0243362426757812,0.056984507,0.2616258504596772,0.04018457,0.000295725594,0.0041949987411499,0
004d93d68d957fb7995b4a7b202144c2,0.131024169921875,0.045579918,0.0988937826361507,0.34526628,0.00194492396,0.001284122467041,0
005080b3c7e3ea968a84e36424fa852f,0.84189453125,0.011243212,0.1917609698522028,0.6496466999999999,0.0698644666999999,0.025604248046875,0
00508ba14e614e43c6cf348c71705cd1,0.740966796875,0.97408617,0.9766815423965454,0.6589541,0.99982131,0.998046875,1
00530c23378127b34b4fcee2e569c17e,0.756298828125,7.0526466e-20,0.0211590631864964,0.18598706,0.0100659417872,0.0023646235466003,0
0059f548af01ec9182aa07afe42f97aa,0.0694049000740051,0.0051238104,0.7262966990470886,0.181784,0.560787606,0.0221504211425781,0
006021dd34da642eee8fba81e5369d49,0.86640625,0.9650919,0.992246115207672,0.6575959,0.999631328,0.9990234375,1
0060c0789f2d3f95aba1949d97f4ab51,0.0327629089355468,4.131894e-18,0.0694063966163563,0.30710167,0.0217553216,0.0028500437736511,0
0063df406cb9eae383d139f39d7d3fbb,0.2143157958984375,0.03696587,0.1587799438195361,0.33357772,0.00546714584,0.0027963161468505,0
006739acb1360c5366e60a7ece03cae0,0.1992431640625,0.19943444,0.1505769038638391,0.111646175,0.0008631721079999,0.0167533874511718,0
006dca9c85e289405fd4ce5daccea708,0.8755859375,0.98351896,1.0,0.6560173,0.997919082,0.99794921875,1
006e0ebcb1e50a2efeca16bc607846bd,0.872265625,0.929266,0.9855466723442078,0.6624486999999999,0.999720856,0.9990234375,1
006f0f42e75239f907e01299723147e9,0.79912109375,0.26160544,0.6404584767413326,0.20931344,0.90217534,0.740093994140625,0
0070bb9c01b4e11e3cee0d5cf4a7da2a,0.875,0.8921188,0.9874216198921204,0.65925187,0.99983574,0.99892578125,1
0073cdfcc816651eeeabc936ad125151,0.8751953125,0.99989015,0.9834150433540344,0.71824723,0.99974333,0.99560546875,1
00756b42e3a0e7661c1b447f017abf35,0.88115234375,0.9789858,0.9534881234169006,0.65787745,0.999914428,0.9978515625,1
007714f966ec404ce118da3a46d0d9ab,0.1058956146240234,0.0006160702,0.0024759841950981,0.31448174,0.0001510595712,0.0076284289360046,0
00795bcc703c27ae96143401088c9874,0.78642578125,0.9655792,0.9536763072013856,0.6447368,0.99977398,0.99892578125,1
0079b98cb0686e3e845103bc4d19d920,0.0077462673187255,4.6681436e-16,0.8511310994625092,0.0555868859999999,0.000108676309,0.0057697296142578,0
0081249fbf3dbd5881d3ab13c34ee236,0.0481319904327392,0.0044670883,0.0245781470775909,0.10655315,0.000533573928,0.0216529846191406,0
008588118faf241a8703c9c57512a8e4,0.6447265625,4.765346e-20,0.0237068180460482,0.22270343,0.010073769334,0.0023586750030517,0
008d6edef60e9e6460d8b78663995033,0.8240234375,0.9758132,0.9273640155792237,0.66080654,0.999885928,0.9978515625,1
0094c610563ab72fc41f86aacd548704,0.8587890625,0.8673288,0.99016672372818,0.651898,0.99941494,0.99912109375,1
0099ff463daab975e32247857a8cd61c,0.2030975341796875,0.7413761999999999,0.6817597866058349,0.2575704,0.411713554,0.0390716552734375,0
009a5e441ac7eabec52dd9b951281953,0.37642822265625,4.8842372e-20,0.0206021399819292,0.15259162,0.0080843432502,0.0022609591484069,0
00a3a3d1be610bbccb9ee2e0ee6fecb0,0.39468994140625,0.06418583,0.3734808498993516,0.33543548,0.27281064,0.0429704666137695,1
00a69515e06d8e5f009567032396855d,0.886328125,0.88530654,0.9881821990013122,0.65833527,0.995035414,0.998828125,1
00a79065dd2feacd1a104355c8475539,0.8595703125,0.95546466,0.989017128944397,0.6529482,0.99713384,0.99921875,1
00b2e561ca6ef337d003e731f6222e37,0.0243362426757812,0.051267587,0.0678194874243672,0.04018457,0.000230415358,0.0031551480293273,0
00b55c875b33bd2260fd26d115896e11,0.84658203125,0.9078143,0.990647566318512,0.6530703,0.99975549,0.9990234375,1
00bb90d261c3c473795c4f89968c57f1,0.0099382400512695,4.690348600000001e-16,0.2593635537428781,0.08505721,0.0001957524699999,0.0058833122253417,0
00be062cc1311ef9598e5014c7a70550,0.834375,0.86902636,0.9872948050498962,0.66116655,0.99969107,0.99912109375,1
00c04886805c5fecaaa734979b4c21cb,0.1286346435546875,0.0,0.0969221644103527,0.2660417,0.000105458788,0.0036367893218994,0
00c56635473dd208896b29f6a030d19f,0.39619140625,1.5116078e-28,0.0361634820146719,0.49753016,0.012356947038,0.0061826705932617,0
00cfe31c06e789c536fd01345063c421,0.88955078125,0.9816449,0.999985671043396,0.6573637,0.999939184,0.99814453125,1
00d1ffacb9c062ad3a9a502e5ef40dac,0.664453125,0.48146057,0.2895873576402664,0.7927681,0.6085408,0.1215797901153564,1
00d5013bd4c39d24f5989cbf5c2d6f3b,0.2096527099609375,0.74147385,0.0307067686677328,0.50029206,0.40893865,0.032415771484375,0
00d8a1940e5b6e425b954889b31e264c,0.7240234375,1.1348353e-19,0.0262302553746849,0.12296007,0.010102462557,0.0025112390518188,0
00e1b4ec8855e084107c33d750cdf6df,0.8681640625,0.9655569,0.984262764453888,0.65982544,0.999864506,0.99912109375,1
00e6037d9b72cf61806c316c3b3cc04c,0.83271484375,0.982211,0.9998962640762328,0.66066325,0.99984072,0.9978515625,1
00eb3181d1c574123a9fb3130b0517de,0.78544921875,0.7582036,0.4492897906457074,0.8530377,0.997682492,0.99287109375,1
00ee306ae2cb5f16ff79c3736cd44e65,0.1992431640625,0.004631655,0.3104418068178347,0.111646175,0.004669830384,0.0248937606811523,0
00ee344177ce1d78fc3385cb4aac3201,0.88037109375,0.9739769,1.0,0.6557529999999999,0.999910522,0.99814453125,1
00f20300b506da05b753d04cd3b21006,0.0293319702148437,0.00022474016,9.636796216464884e-05,0.081083395,8.885207e-05,0.0046385049819946,0
00fa7993e6f52e1a0735f5422a4350fa,0.1418326377868652,0.0006134162,0.001696596714614,0.3176892,0.0001389283528,0.0076026797294616,0
00fc38f81d5d9795991438cb262d0416,0.0481319904327392,0.003292871,0.0178839443504799,0.10655315,0.000486038032,0.022003173828125,0
00fecb7bfcc4a0f7a7132119bc457fdc,0.4477569580078125,0.014304141,0.1621470391750335,0.15017417,0.08958324516,0.0038550734519958,0
0100dcd60629c843a3e63a3ed3c3b3f4,0.4710205078125,0.80031765,0.6811493933200836,0.56564724,0.8668477339999999,0.0514495849609375,0
010394a473e77f7d72f63507b383f05c,0.25269775390625,0.24393849,0.4978291317820549,0.36175966,0.167808786,0.1755363464355468,0
0103a7212ca00ae0d434de5373388928,0.0207262158393859,0.0402189,0.1832239265670068,0.2769130999999999,0.000398106192,0.0213111877441406,0
010ae0f5eea490b84472e8ec1c4e5030,0.8470703125,0.98065615,1.0,0.64650327,0.999911048,0.99794921875,1
010bcf5312985e02538a50d6f1af0279,0.0127387046813964,6.740254600000002e-16,0.1862208769773132,0.08783786,0.00020980849,0.0065718173980712,0
010d825ab9b1b5d7e5bbe63f1649c891,0.82744140625,0.97958887,1.0,0.6561315999999999,0.999943892,0.998046875,1
010d99623d2a768b0ba2d418adfff92e,0.1321681976318359,3.582953e-05,0.3281892468360638,0.25371948,0.000360960094,0.0071770310401916,0
010e3e10edfcadc55059a9daebe25474,0.0243362426757812,0.0022857762,0.0399155300928484,0.04018457,0.0001243227088,0.0025443911552429,0
01116fd3e5ea491aca39176308e62bc4,0.1418326377868652,0.0006161506,0.0011521261377311,0.33553514,0.0001509952659999,0.0075414061546325,0
01117917bb60d40cb95f04ecfc0a1244,0.04163818359375,9.839788e-08,0.0015061330112786,0.09119268,0.067886055,0.0043286323547363,0
0111a849fac7c3bab70d39a815275358,0.0254932165145874,0.0005091517,0.1239302683452479,0.31518137,0.0002149316031999,0.0042545557022094,0
0112f8bf2e1dc8d5ec1d5190c7c35b3c,0.8720703125,0.9736067,1.0,0.65695727,0.99988566,0.9982421875,1
01181077e0cf68f18c38c7ceda84a861,0.19537353515625,8.0253e-20,0.0216215407708659,0.23473081,0.01009788678,0.0024964690208435,0
01187afbc9f5c88463c020d98ad69ee5,0.87998046875,0.9720027,1.0,0.6550695,0.999917936,0.998046875,1
0118ec40ff2231ebeee9c02c073d2e89,0.88837890625,0.003957858,0.0015588509991282,0.6551143,0.01990937512,0.023858642578125,0
011cd801ec3a74b0a0e2a586a2889332,0.862109375,0.9761311,0.9998162508010864,0.65474606,0.99985918,0.9978515625,1
